2024-11-01_11-08-11,100%,2024-11-01_11-08-11:shell.cpp.log;2024-11-01_11-08-11:student.cpp.log
2024-11-01_13-28-56,100%,2024-11-01_11-08-11:shell.cpp.log;2024-11-01_11-08-11:student.cpp.log
2024-11-01_13-40-23,100%,2024-11-01_11-08-11:shell.cpp.log;2024-11-01_11-08-11:student.cpp.log
2024-11-01_18-30-56,100%,2024-11-01_11-08-11:shell.cpp.log;2024-11-01_11-08-11:student.cpp.log
2024-11-04_09-00-13,100%,2024-11-01_11-08-11:shell.cpp.log;2024-11-01_11-08-11:student.cpp.log
2024-11-04_09-00-26,100%,2024-11-01_11-08-11:shell.cpp.log;2024-11-01_11-08-11:student.cpp.log
2024-11-04_20-01-17,100%,2024-11-04_20-01-17:shell.cpp.log
2024-11-04_20-01-19,100%,2024-11-04_20-01-17:shell.cpp.log
